OC_omid,issn,EP_id,Publications_in_venue,Open Access
6601366172,['2469-0503'],503591,6,True
66013973,['0277-9536'],343194,7595,Unknown
6601412307,"['2065-961X', '0252-1938']",486228,164,Unknown
6601444694,"['2050-5280', '0791-6035']",470668,449,Unknown
6601475227,['2033-8732'],490152,108,Unknown
6601475296,"['2034-3515', '2034-3523']",479725,67,Unknown
6601517774,"['2211-792X', '2211-7954']",479006,119,Unknown
6601565870,"['1663-9391', '1663-9383']",485365,304,True
6601568463,"['2530-3562', '1130-5517']",482876,32,Unknown
6601568471,"['2530-3716', '0008-7750']",481543,7,True
6601568478,"['0213-8646', '2530-3791']",485966,46,True
6601590685,['1134-6396'],482905,19,True
6601590693,['1134-7937'],482906,117,Unknown
6601615544,['1642-557X'],502963,77,Unknown
6601621629,"['0030-5472', '2213-8617']",449269,280,Unknown
6601634414,['1336-7307'],496757,4,Unknown
6601644730,"['2040-8153', '1466-2035']",484092,258,Unknown
660168497,"['2620-1127', '0039-2138']",499020,167,True
6601686583,['0018-442X'],441232,605,Unknown
6601703742,"['1130-3743', '2386-5660']",482875,276,True
6601703796,['2386-5768'],491160,73,True
6601703822,['2386-5776'],490725,30,True
6601703838,"['2386-5822', '0031-4749']",445645,104,True
6601705179,"['0323-1844', '2570-9429']",486165,26,True
6601705196,"['0031-0506', '2570-9496']",481646,6,Unknown
6601705198,"['1211-7250', '2571-0605']",482954,18,Unknown
6601705199,"['0014-1291', '2571-0915']",469253,54,True
6601723546,"['2500-7807', '2539-5300']",494632,56,True
6601752282,"['0046-8444', '2002-4509']",342520,113,True
6601775635,['2300-1968'],468721,5,Unknown
6901340193,['0035-9602'],468721,8,Unknown
6601813260,"['1569-9846', '1566-5844']",443015,134,True
6601824756,['2616-9983'],499332,27,Unknown
6601847324,"['0065-1583', '1689-0027']",437249,82,Unknown
6601847388,"['1689-1864', '1425-6851']",484668,65,Unknown
6601847400,['1689-4286'],484752,230,True
6601847403,"['2719-311X', '1689-6122']",498871,53,True
660184760,"['1472-9679', '1754-0402']",468715,452,Unknown
6601850870,"['1988-4672', '1138-4891']",483717,227,True
6601851927,['1988-5911'],485938,33,True
6601851928,['1988-5946'],476235,2,True
6601851932,['1988-7221'],485769,18,True
6601851952,['1988-7701'],493356,92,Unknown
6601851995,"['1696-7240', '1988-8287']",485696,237,True
6601852048,['2218-7650'],496869,8,Unknown
6601853790,['2183-3958'],490263,4,True
660193425,"['0924-1884', '1569-9986']",340718,829,Unknown
660194148,"['1869-2729', '1869-2737']",485119,203,Unknown
660203113,"['0966-7369', '1745-5251']",468695,222,Unknown
660211988,['0003-5548'],437857,928,Unknown
6602123844,"['2575-1433', '2049-1115']",478783,769,Unknown
6602136389,"['2331-2548', '1348-8678']",487898,409,Unknown
6602145307,"['2663-5143', '1563-3713']",499706,107,Unknown
6602145388,"['2663-5399', '2663-5402']",502372,3,True
6602153597,"['2299-193X', '1429-9321']",484082,306,True
6602153630,['2299-1999'],486865,14,Unknown
6602153665,['2299-2464'],486989,17,Unknown
6602156077,"['2253-6337', '2341-3018']",486368,25,True
6602156096,['2341-3042'],485284,12,True
6602156113,['2341-3255'],495353,24,True
6602168251,"['1896-1800', '2569-653X']",483539,121,True
6602189640,"['0035-6220', '2785-0773']",477706,28,Unknown
6602189711,"['2450-002X', '0035-7685']",484750,51,Unknown
6602214550,"['2660-7018', '0211-0563']",496741,40,Unknown
6602215384,"['2605-4876', '2660-552X']",501715,18,True
6602215389,"['2660-5821', '2660-583X']",505161,5,True
6602215392,"['0210-6272', '2660-5880']",501721,18,True
6602215397,"['2660-6070', '0214-0284']",501722,20,True
6602215402,"['2660-647X', '0210-0061']",481975,11,True
6602215463,"['0213-2214', '2660-714X']",487322,23,True
6602220714,['1234-4087'],497079,17,Unknown
6602223203,['2668-4322'],500393,8,True
6602223241,"['2668-5817', '2668-5825']",500540,5,Unknown
6602242286,['2602-8077'],497929,45,Unknown
66022482,"['1744-4217', '0013-838X']",341578,2300,Unknown
6602252240,"['2257-0543', '2425-231X']",486845,209,True
660228724,"['2168-4723', '0734-578X']",494602,227,Unknown
6602302307,['2353-3773'],501853,90,True
6602302512,['2410-3594'],505350,17,Unknown
6602311028,['1795-6889'],470319,191,True
6602356912,"['2414-4665', '2311-8466']",488198,203,Unknown
6602365697,"['2031-0250', '1465-3737']",480198,50,Unknown
6602371321,['2340-9630'],493594,7,Unknown
6602371325,"['1133-0937', '2340-9673']",477373,3,Unknown
6602371359,"['0004-2927', '2340-9894']",484374,44,True
6602371391,['2341-0809'],502272,4,True
6602371394,"['1138-5774', '2341-0833']",490724,70,True
6602371412,"['2341-0841', '1889-7045']",493703,31,Unknown
6602371442,['2341-0868'],493848,3,True
6602371445,"['1696-5868', '2341-0906']",485770,4,Unknown
6602371606,"['2391-7881', '2084-8595']",486887,11,Unknown
6602371614,"['2084-7963', '2391-7903']",486863,25,True
6602371642,"['2391-7911', '2084-3550']",486872,17,Unknown
6602371645,"['2083-7755', '2391-792X']",485641,9,True
6602371752,['2391-8306'],485984,134,True
6602376315,['1773-0546'],472685,229,True
6602385088,"['2308-1090', '2308-1066']",493383,8,Unknown
6602405604,"['1578-2549', '1138-9672']",500235,67,True
6602405662,['1578-5386'],488184,14,Unknown
6602405676,['1578-6676'],483282,36,True
6602412799,['0076-5147'],483944,107,True
6602451547,"['1579-7414', '2340-0005']",483285,58,Unknown
6602451559,"['2340-2792', '0214-7564']",472734,135,True
6602451560,"['0210-5934', '2340-6577']",481988,216,Unknown
6602451608,['2340-8960'],488800,22,True
6602451616,"['1133-598X', '2341-1112']",484034,60,Unknown
6602451621,['2341-3778'],494660,32,Unknown
6602503651,"['1695-2294', '0212-9728']",472110,742,Unknown
6602513947,"['2411-7420', '2411-1317']",495215,38,Unknown
66025521,['0957-8234'],442796,1504,Unknown
6602589913,"['2083-8298', '1732-4254']",484751,411,Unknown
660264721,['2217-3668'],487233,228,Unknown
66027028,"['2194-6183', '1540-8884']",485151,498,Unknown
6602799237,"['0300-693X', '1879-6583']",439780,241,Unknown
6602808998,"['1380-2038', '1478-2294']",437989,511,Unknown
6602823445,"['2468-8797', '2468-8800']",496779,78,Unknown
6602835723,"['2212-9421', '2212-943X']",486522,63,Unknown
66028369,"['1354-067X', '1461-7056']",412123,940,Unknown
66028487,"['1461-7099', '0143-831X']",340935,1295,Unknown
6602865,"['0022-4634', '1474-0680']",443767,1099,Unknown
66029777,"['1741-315X', '1476-1270']",447191,504,Unknown
6602989599,"['1968-3766', '0007-4403']",476394,719,Unknown
66030545,"['2081-1446', '2719-8014']",500700,6,True
6603054612,"['1568-0584', '1570-0615']",440427,180,Unknown
6603054684,"['1568-1475', '1569-9773']",440959,320,Unknown
6603054751,"['1568-1491', '1569-9749']",440525,147,Unknown
6603102846,"['0075-4161', '2052-6512']",488186,30,Unknown
6603120668,"['2101-0382', '0181-4095']",474557,837,Unknown
6603226974,['1893-3211'],479096,118,True
6603227011,"['2719-860X', '1896-9380']",501755,161,True
6603233358,"['0019-7262', '1613-0405']",441556,483,Unknown
6603233532,"['0080-3898', '1613-0413']",481806,249,Unknown
6603299384,"['1384-5829', '2352-118X']",483117,26,Unknown
6603299414,"['2352-1171', '1384-5845']",478503,159,Unknown
66033365,"['2673-5377', '1420-7834']",483157,50,Unknown
66033823,"['1421-9824', '1420-8008']",429687,2364,Unknown
6603503235,"['1848-6371', '1330-0644']",473736,4,Unknown
66036096,['0003-4487'],437751,2963,Unknown
66036248,"['0003-4800', '1469-1809']",437780,3334,Unknown
6603877520,"['2530-8521', '2444-9792']",496616,3,Unknown
660391567,"['2190-6270', '0932-4089']",448252,525,Unknown
660393015,"['1474-0079', '0959-2695']",442965,589,Unknown
6603975396,"['2644-6472', '2644-6367']",504303,1,Unknown
6603976861,"['2490-3930', '2744-1318']",500497,2,Unknown
6603977391,"['2752-3527', '2752-3535']",505141,1,Unknown
6603977453,"['2752-6801', '2752-6798']",504192,1,Unknown
66040705,"['1471-6828', '0004-8402']",438237,2279,Unknown
66042093,"['1729-3774', '1729-4061']",498971,2503,True
66042200,"['0035-7707', '2544-5200']",446675,95,Unknown
6604226800,"['2039-4667', '2239-2629']",488840,1,True
66043199,"['0034-9461', '2174-0909']",481666,77,Unknown
66043201,['2174-3681'],485949,51,True
66043465,"['2421-0293', '2284-1881']",490485,45,True
66043510,"['1573-7780', '1389-4978']",443022,1692,Unknown
66044515,"['0332-5415', '0807-7487']",340160,317,Unknown
66044516,"['0013-0818', '1500-1989']",343193,309,True
66044524,"['0018-263X', '1504-2944']",340920,251,True
66044549,['2341-0515'],488561,10,True
66044567,"['1465-3648', '0268-1153']",340079,2353,Unknown
66044573,"['1355-4794', '1465-3656']",445123,1721,Unknown
660447298,['1022-2588'],490377,152,True
66044758,"['2786-4804', '2307-0404']",493439,302,True
66044803,"['0805-9535', '0804-8452']",342236,427,True
66044813,"['1504-2987', '0029-2052']",410920,592,Unknown
66045561,['2617-0159'],502055,28,Unknown
660457847,"['1754-3266', '1754-3274']",492779,432,Unknown
660462491,"['1471-4787', '1941-8361']",483208,178,Unknown
660469222,"['1741-2900', '1469-5405']",442687,631,Unknown
66047966,['2630-886X'],500207,6,True
66048559,['1212-3951'],488172,43,Unknown
66048602,['2158-2440'],477763,4734,True
66048948,['2392-8042'],486233,79,True
660494081,"['2041-6946', '2041-6938']",477061,126,Unknown
66049814,"['0020-5230', '1573-1790', '0826-4805']",441688,1341,Unknown
660521319,"['0307-1022', '1470-1200']",446998,806,Unknown
66052780,"['0254-1106', '2182-7435']",477685,530,True
660537386,"['1357-5279', '1476-489X']",430425,808,Unknown
660545699,"['1569-1853', '1571-8034']",444341,199,Unknown
660545774,['2353-9658'],488459,2,Unknown
660545780,"['2353-9712', '0208-5577']",502175,4,True
660545785,"['2080-492X', '2353-9720']",485079,6,Unknown
660545789,"['2353-9739', '1899-1556']",498812,4,Unknown
660545795,"['2353-9747', '1895-3492']",493427,5,Unknown
660545799,"['1899-9417', '2353-9763']",488998,7,True
660548313,"['1470-1146', '0267-1522']",446446,914,Unknown
6605663,['0010-9452'],340538,8217,Unknown
660604163,"['1871-8000', '1871-7993']",486521,36,Unknown
660604206,"['1871-9740', '1871-9732']",470825,195,Unknown
660604280,"['1871-9805', '1871-9791']",475407,485,Unknown
66064001,"['1569-9978', '0378-4177']",341264,1235,Unknown
66064131,"['1464-3553', '0379-864X']",418707,3012,Unknown
660644573,"['1569-9714', '0176-4225']",439869,646,Unknown
660685444,"['2452-2015', '2452-2007']",498377,32,Unknown
660746339,"['0922-2936', '1570-9256']",480695,251,Unknown
660771630,"['2428-3614', '2428-3711']",498834,113,Unknown
660771710,"['2822-7468', '2429-2230']",490365,19,Unknown
660784802,['0214-0489'],493495,9,True
660789207,['1336-9202'],498512,20,True
660789276,['1336-9261'],494607,82,True
660789303,"['1337-0839', '2585-7258']",499185,80,Unknown
660789344,"['1210-3055', '1337-401X']",475787,576,Unknown
660836893,"['1681-5653', '1022-6508']",474009,951,True
6608460,['0167-6393'],447132,2676,Unknown
6608490,"['0013-0427', '1468-0335']",343310,3339,Unknown
660927098,['2038-0925'],487421,68,True
660927122,['2038-1026'],486377,23,True
660956262,"['0073-1579', '2192-5550']",481773,163,Unknown
660959096,"['1469-8455', '1364-436X']",441777,596,Unknown
660969488,"['1558-5476', '1357-1559']",470627,123,Unknown
660973555,['2184-4097'],503867,12,True
660973571,['2184-4585'],504550,4,Unknown
660973591,['2184-5492'],502098,3,True
6609894,['0306-4603'],343615,9067,Unknown
660996471,"['0105-7510', '1600-0730']",445464,857,Unknown
6609991,"['1743-9361', '0306-6150']",428607,1789,Unknown
6701015064,"['1465-6612', '1741-5160']",475467,316,Unknown
6701088288,"['2197-4306', '2197-4292']",485212,62,Unknown
6701094799,['2299-7237'],496863,29,Unknown
6701094804,['2299-7466'],502020,6,True
6701094809,['2299-7571'],488594,36,True
6701094818,['2299-7806'],485629,22,Unknown
6701094999,['2299-8365'],484823,16,Unknown
6701095009,"['2299-856X', '2299-8470']",480322,65,True
6701110362,"['1462-6268', '1744-3806']",439906,543,Unknown
67011271,"['1468-5957', '0306-686X']",442525,2590,Unknown
67011397,['0306-8293'],442020,2682,Unknown
670114261,"['2272-7639', '0031-0387']",445566,1035,True
67011434,['0306-9192'],343261,2785,Unknown
6701267538,"['2049-6737', '2049-6729']",480670,103,True
6701268836,"['1745-5278', '1740-3553']",485721,191,Unknown
6701293379,"['2052-7756', '0843-8714']",441918,512,Unknown
6701309421,"['2041-1022', '1753-8629']",484976,118,Unknown
6701316029,"['1297-9112', '2780-9986']",505143,108,Unknown
6701318343,"['0340-0174', '1865-5599']",448271,121,Unknown
6701331059,"['2222-1875', '2222-1867']",486445,89,True
6701353568,"['2589-7233', '2589-7241']",501942,56,Unknown
6701353592,"['2589-742X', '2589-7411']",497377,20,Unknown
6701360862,"['1754-8500', '1754-8519']",484902,207,Unknown
6701411132,"['2307-5279', '2709-5576']",502256,12,Unknown
670148600,"['1035-0330', '1470-1219']",447015,988,Unknown
670154352,"['1750-1229', '1750-1237']",476064,430,Unknown
67015454,"['0968-7599', '1360-0508']",422429,2331,Unknown
67015459,"['1468-0432', '0968-6673']",440848,1443,Unknown
67015483,"['1468-0777', '1471-5902']",440620,1582,Unknown
67015740,"['0736-5748', '1873-474X']",432030,4647,Unknown
6701580142,"['1135-125X', '2530-8378']",505330,1,Unknown
6701584601,['1963-1197'],491093,687,True
6701584662,['1963-1723'],475527,157,True
6701605282,['2000-7493'],477076,95,True
6701606564,['1642-5782'],498815,2,Unknown
6701606602,['1642-9893'],484963,10,True
6701606644,['1643-1243'],484973,9,Unknown
6701606740,"['0860-150X', '2199-6059']",482530,415,True
6701655987,"['2398-9785', '2398-9777']",496691,140,Unknown
67017443,"['1872-6623', '0304-3959']",341621,17372,Unknown
6701745038,"['2522-9087', '2523-434X']",495001,42,Unknown
6701745345,"['2522-9303', '2522-9478']",502241,255,Unknown
6701746326,"['2522-9346', '2522-9338']",498710,98,Unknown
6701746355,"['2415-3184', '2522-9508']",496492,6,Unknown
6701814585,"['2392-3458', '0044-1600']",501866,148,Unknown
6701814980,"['0044-1449', '2366-2395']",448256,33,Unknown
6701818497,"['1583-5812', '1844-8801']",488057,122,True
6701828176,"['1744-134X', '1744-1331']",469921,568,Unknown
6701834931,['1689-6637'],485004,132,True
6701834977,['1689-8311'],474818,283,Unknown
67018861,['0264-2751'],439100,3890,Unknown
67020072,"['0264-3294', '1464-0627']",439227,1266,Unknown
6702111932,"['2155-2851', '2155-286X']",488330,182,Unknown
6702124488,"['1467-6443', '0952-1909']",443056,784,Unknown
6702127782,"['2466-555X', '2466-2852']",496500,3,True
6702135660,['2308-5878'],496484,8,Unknown
6702138324,['2053-6712'],480983,78,True
6702138484,"['2013-0953', '2013-8423']",480557,513,True
67021521,"['0020-4277', '1573-1952']",441657,1274,Unknown
67021570,"['1573-0638', '0020-8566']",343688,1855,Unknown
6702159938,"['1724-2142', '1123-9891']",482831,543,Unknown
6702202948,['1234-5792'],485460,150,Unknown
6702205337,['2668-7542'],502070,36,True
6702224828,['2049-9647'],484934,260,True
6702225067,['0770-2817'],444308,996,Unknown
6702262001,['1136-758X'],488804,86,True
6702284676,"['2518-1254', '2313-8114']",502344,127,Unknown
6702317491,"['2195-9617', '1619-4993']",469341,306,True
6702339830,"['2449-8335', '0860-8032']",482533,55,Unknown
6702339888,"['1314-8540', '0861-3982']",486160,8,Unknown
6702339947,"['1314-8559', '0861-6302']",486157,1,Unknown
6702345699,"['1465-4466', '1569-206X']",441183,856,Unknown
6702351112,"['0209-0872', '2391-8497']",495205,168,True
6702351305,"['0239-4456', '2391-8713']",498122,2,Unknown
6702351307,['2391-890X'],503834,35,Unknown
6702351314,"['2391-9353', '1234-4214']",491106,3,Unknown
6702351317,"['2391-937X', '0137-3420']",493475,19,Unknown
6702351331,"['2391-9388', '2084-1698']",487376,8,Unknown
6702351337,"['1643-2762', '2391-940X']",483343,24,Unknown
6702351346,['2391-9477'],489608,8,Unknown
6702351349,"['1643-9171', '2391-9485']",485866,7,True
6702351373,['2392-0025'],497986,19,Unknown
6702351385,['2392-0092'],486311,55,Unknown
6702351407,"['1789-2422', '1788-6244']",481157,46,Unknown
6702353732,"['2295-0710', '2295-0729']",492748,20,True
670236208,['2444-8729'],490077,325,True
670236662,"['2444-877X', '2444-8788']",497028,87,True
6702372290,"['2306-546X', '2414-3774']",496968,64,True
6702384088,['2197-6678'],488988,43,Unknown
6702441815,['1805-9112'],487577,18,True
6702493519,"['0028-8276', '2199-4714']",445210,213,Unknown
6702506543,['2080-2005'],489017,4,Unknown
6702513259,"['2255-9256', '2256-0602']",490277,6,Unknown
6702538771,"['1139-1979', '1988-5733']",487669,215,True
6702538994,"['2253-8275', '0213-1269']",498588,14,Unknown
6702552640,"['1748-3727', '2048-2906']",483410,100,Unknown
6702569757,"['2083-8476', '0860-0295']",485620,26,Unknown
6702569767,"['1730-2366', '2083-8484']",496674,81,Unknown
6702586841,"['2536-569X', '2536-5703']",493214,42,True
6702586858,"['2536-572X', '2536-5738']",493390,10,True
6702605973,['1888-5616'],488795,45,Unknown
67027297,"['1465-1165', '1741-2757']",440519,642,Unknown
67027316,"['1741-282X', '0018-7267']",342897,4251,Unknown
6702739173,"['1875-7421', '0932-9714']",451249,203,Unknown
6702739331,"['1613-3722', '0933-1719']",340069,735,Unknown
67027419,"['1461-7447', '0959-3543']",447737,1607,Unknown
6702753442,['1731-3317'],480093,31,Unknown
6702753458,['1731-450X'],483404,29,Unknown
6702753520,['1731-6332'],502024,101,Unknown
6702753531,"['2449-8289', '1731-6375']",493160,137,True
6702753628,['1731-7517'],485206,131,True
6702762683,"['1572-8471', '1233-1821']",440772,922,Unknown
6702762807,"['1234-7655', '2450-0291']",485455,328,True
6702777885,"['0108-8416', '2212-9715']",445300,317,Unknown
6702787666,"['1504-3088', '1503-5883']",470481,61,Unknown
6702791019,['2566-3224'],496855,4,Unknown
67028869,"['1741-2625', '1469-7874']",437269,430,Unknown
67028943,"['1651-2294', '0023-3609']",444206,385,Unknown
6702977400,"['2171-4924', '2530-853X']",500238,3,True
6702977954,"['1220-0484', '2065-9652']",471049,133,Unknown
6702977979,"['1220-0492', '2065-9598']",482976,7,Unknown
6702978101,['1220-5249'],484046,10,Unknown
670301650,"['2151-2299', '1614-0001']",475454,482,Unknown
67030233,"['1369-1058', '1464-5351']",341980,1799,Unknown
67030239,"['1369-118X', '1468-4462']",441597,1997,Unknown
67030246,"['1357-650X', '1464-0678']",444318,1074,Unknown
670302947,"['1479-294X', '1479-2931']",469887,548,Unknown
6703112858,"['1869-6147', '0940-5151']",484012,261,Unknown
6703128091,"['1876-5092', '1876-5149']",486549,77,Unknown
67031569,"['1573-1758', '0742-5627', '0361-6851']",441641,1040,Unknown
67031597,['0743-0167'],443701,2968,Unknown
6703216628,"['0014-6242', '1613-0464']",440599,459,Unknown
6703216790,"['1613-0626', '0301-3294']",448267,484,Unknown
6703216979,"['1613-0642', '0003-7982']",437986,403,Unknown
670326880,"['1744-1854', '1750-0109']",451484,321,Unknown
6703447074,"['0308-7298', '2150-7295']",441207,851,Unknown
6703449581,"['0309-0728', '1745-8196']",475763,346,Unknown
6703449713,"['1476-6728', '0309-0892']",442317,681,Unknown
6703463482,"['1439-2607', '0031-8027', '1439-2615', '0044-3301']",341123,195,Unknown
6703487376,['1864-6042'],471733,562,True
6703848243,['1509-2178'],502630,1,Unknown
6703955413,['2658-1213'],501810,2,True
6703955428,['2658-185X'],502262,1,True
6703956546,['2754-0804'],343278,4,Unknown
67043407,"['0191-4537', '1461-734X']",445742,1444,Unknown
67043453,['0191-491X'],447259,1539,Unknown
67043483,"['0191-6599', '1873-541X']",441204,1723,Unknown
67043489,['0191-8869'],341793,13075,Unknown
67044162,['1772-9971'],472492,616,True
67044245,['2530-7924'],496809,34,True
670455008,"['1754-3797', '1754-3800']",479999,56,Unknown
67046037,['1988-8430'],486554,11,True
67046912,"['1848-5871', '1848-3488']",484841,53,Unknown
67047068,"['1849-8795', '1849-9015']",491278,41,True
67047905,"['2744-1555', '2637-2037']",505116,20,True
67048230,['2065-1430'],486272,119,True
67053600,['1644-0765'],486682,234,True
670540749,"['1588-2551', '0001-5210']",483293,194,Unknown
670542326,['2354-0036'],487249,167,Unknown
670543162,"['2353-9844', '1898-1593']",484965,16,True
670543175,"['2353-9852', '1896-7604']",501817,21,Unknown
670543181,"['2353-9860', '1506-5790']",486762,3,True
670543185,['2353-9879'],499307,9,Unknown
670543212,['2354-0052'],487349,71,Unknown
670543230,['2354-0079'],487238,220,True
670543297,['2354-0214'],488195,58,Unknown
670543319,"['2084-2937', '2354-0389']",486131,26,Unknown
670549087,"['2042-8758', '1361-9322']",478585,584,Unknown
6705638,"['0011-1562', '1467-8705']",439580,1121,Unknown
67057456,['0167-9457'],441268,2858,Unknown
670577373,"['2406-5749', '2673-2750']",493697,3,Unknown
670587039,"['0262-5245', '1468-2249']",444995,501,Unknown
670587182,"['1468-0092', '0262-5253']",445521,935,Unknown
67060980,['1777-5272'],472351,394,Unknown
67062782,"['1865-9063', '0049-8661']",339792,1437,Unknown
67062797,"['1865-9373', '0005-8076']",343024,1175,Unknown
67064147,"['1552-8294', '0049-1241']",339890,1344,Unknown
67064353,"['1710-1107', '0714-9808']",438858,1750,Unknown
670647865,"['2190-8370', '2151-2604']",481191,417,Unknown
67065514,"['1568-525X', '0026-7074']",444885,1603,Unknown
67065547,"['0026-749X', '1469-8099']",339856,2045,Unknown
67067138,"['0019-042X', '1613-4141']",416485,837,Unknown
6707128,"['0958-5192', '1466-4399']",340676,3625,Unknown
6707159,"['1744-3210', '0958-8221']",439383,1105,Unknown
6707162,"['1465-3869', '0958-9236']",442981,1102,Unknown
670775305,['2405-691X'],489501,182,True
670783334,['1337-6861'],486416,7,True
670783380,"['1337-8384', '2453-711X']",484069,243,Unknown
670783421,"['2453-7675', '1337-8740']",493317,43,Unknown
670783442,"['1337-9690', '1337-9275']",485941,3,Unknown
670783454,['1337-9453'],488749,44,Unknown
670815734,"['1941-9902', '1941-9899']",476467,425,Unknown
670827117,"['1572-8684', '0020-7047']",441736,985,Unknown
670847272,"['1865-1089', '1865-1097']",491373,56,Unknown
6708545,"['1469-5812', '0013-1857']",440094,2737,Unknown
6708558,"['0013-1881', '1469-5847']",440100,1667,Unknown
6708629,"['1465-3397', '0013-1911']",440103,1838,Unknown
6708680,"['0013-1954', '1573-0816']",440106,2306,Unknown
670869522,"['0305-7674', '2047-7716']",485383,172,True
6708785,"['1471-3012', '1741-2684']",439801,1554,Unknown
670920619,"['2255-5951', '1132-2799']",474005,263,True
670920659,"['1132-0877', '2255-596X']",482886,10,Unknown
670920665,"['1137-9669', '2255-5978']",485443,34,Unknown
670920673,"['1577-239X', '2255-5986']",473945,35,Unknown
670950074,"['1469-9435', '1363-9080']",442791,806,Unknown
6801029813,"['1354-6805', '1464-0619']",439226,783,Unknown
68010595,"['1573-2800', '0004-0002']",342145,5186,Unknown
6801060193,['2457-5585'],504063,1,Unknown
6801060223,"['2457-8673', '1454-7678']",483196,15,True
6801060236,['2457-8827'],487592,29,True
6801060266,['2457-9262'],491114,17,True
6801061498,['2601-1182'],502158,17,Unknown
6801061505,"['2601-1689', '2601-1697']",494156,4,Unknown
6801061537,"['2601-341X', '1844-9131']",504630,1,True
68010724,['0005-7967'],343080,8778,Unknown
6801089651,"['2587-330X', '1857-0119']",498378,39,True
6801089698,"['2587-3504', '2587-3490']",498358,6,True
6801100838,"['0232-8461', '2196-6761']",483970,369,Unknown
6801126581,"['0039-7679', '1502-7805']",342927,640,Unknown
6801149000,['0967-3407'],440271,482,Unknown
6801163952,"['1573-7519', '1573-7500', '1389-0166']",438019,448,Unknown
680117635,"['0031-0514', '2719-5376']",468718,66,Unknown
6801276857,"['1745-5243', '1740-4681']",468731,394,Unknown
6801299729,"['2117-539X', '0066-4871']",437875,531,True
6801302588,"['0953-5314', '1469-5758']",440061,920,Unknown
68013211,['1570-677X'],468256,1105,Unknown
68013221,"['1574-020X', '1574-0218', '0010-4817', '1572-8412']",470449,1494,Unknown
6801341990,"['1475-3022', '1474-7472']",443502,486,Unknown
6801352990,"['0014-5483', '2047-7708']",440594,634,Unknown
6801361787,['2589-7799'],497358,19,Unknown
6801361847,"['1878-5417', '2589-8051']",476735,107,Unknown
6801412944,"['2336-436X', '1212-0391']",484043,129,True
6801412956,"['1212-1509', '2336-4491']",480015,15,Unknown
6801417480,"['1476-7430', '1572-5138']",468276,520,Unknown
6801459877,"['1569-1624', '0047-2662']",443529,436,Unknown
6801464507,"['2307-4329', '2708-3918']",499359,28,Unknown
6801471308,['2035-7680'],485069,3,True
68015468,"['0015-587X', '1469-8315']",440716,1840,Unknown
6801565494,"['1468-0483', '0016-8777']",440944,823,Unknown
6801586563,"['1578-4118', '1135-6405']",436010,788,Unknown
6801586702,"['2174-0526', '1135-755X']",496880,208,True
6801611953,"['1337-7590', '2199-6504']",483795,97,True
6801637744,['2323-5209'],484671,17,True
6801665137,"['0023-0707', '2196-8020']",444170,117,Unknown
68016686,"['0921-898X', '1573-0913']",340042,2463,Unknown
68016727,"['1478-9698', '0922-1565']",444378,1276,Unknown
68016748,"['0922-4777', '1573-0905']",341577,1814,Unknown
6801675729,"['0350-3895', '1580-335X']",483989,99,Unknown
6801677059,"['1747-4965', '0332-3315']",476427,961,Unknown
68016791,"['1052-9284', '1099-1298']",339933,1309,Unknown
6801689066,"['2560-3329', '1820-3159']",501811,233,True
68016897,"['1477-9803', '1053-1858']",443629,1161,Unknown
6801722172,"['1569-2078', '1569-2086']",441065,183,Unknown
6801722238,"['1569-2094', '1569-2108']",474925,317,Unknown
6801745111,"['2695-883X', '2660-8456']",499531,8,True
6801752369,['2220-1394'],497121,54,True
6801769310,['2300-2875'],496787,25,Unknown
6801769324,"['2081-1861', '2300-3057']",484756,13,Unknown
6801769333,"['2300-1240', '2300-3065']",485687,90,True
6801774431,"['2081-2221', '1899-4849']",480071,348,True
6801790241,"['2415-3885', '2313-5921']",502959,2,Unknown
6801790416,"['2415-7147', '1994-4845']",498179,14,Unknown
6801790476,"['2415-7333', '2311-0821']",498502,3,True
6801802105,"['2040-0918', '1740-8296']",468528,315,Unknown
6801819832,"['2449-5360', '1642-2473']",484773,23,Unknown
6801819870,['2365-9440'],489067,359,True
6801828752,['1306-3030'],472914,415,Unknown
6801829644,"['1584-0409', '2344-441X']",493270,26,True
6801830658,['1583-9583'],485309,47,Unknown
6801830674,"['1584-1057', '2065-5002']",478234,101,Unknown
6801830717,['1584-174X'],486435,40,True
6801830741,['1584-1855'],489007,31,Unknown
6801830896,"['2069-7694', '1584-5273']",490431,14,True
6801841479,"['1744-1366', '1745-5316']",477807,78,Unknown
6801841536,"['1744-1374', '1744-1382']",471224,681,Unknown
6801847659,"['2545-0115', '1689-9024']",480214,38,True
6801853877,"['1989-9823', '0212-5862']",482014,166,True
6801854646,"['1989-9831', '1577-3442']",484115,43,True
6801854665,['1989-9882'],489224,91,True
6801854686,"['1989-9890', '0213-4691']",473074,380,True
68019913,"['1464-9365', '1470-1197']",446989,1392,Unknown
68019917,"['1557-3028', '1465-0045']",440925,1132,Unknown
68020086,"['0047-2794', '1469-7823']",343358,1792,Unknown
6802145474,"['2785-4426', '2785-4558']",504167,13,True
6802145543,"['2424-6050', '1392-1274']",498669,282,True
6802145612,"['2351-6895', '2424-6115']",498650,43,True
6802145638,"['2424-6158', '1392-1126']",498638,292,True
6802154571,"['1869-3296', '2196-7954']",477119,219,Unknown
6802155872,['2572-9861'],494887,175,True
6802156974,['2013-2247'],480046,4,True
6802156977,['2013-2255'],497382,45,True
