EP_id,Publications_in_venue,Original_Title,Country_of_Publication,ERIH_PLUS_Disciplines,disc_count
343172,2495,Journal of Management Studies,United Kingdom,"Business and Management, Psychology",2
341098,4999,Journal of Marriage and Family,United Kingdom,Psychology,1
484754,101,Muzealnictwo,Poland,"Archaeology, Art and Art History",2
497118,17,Теолошки погледи,Serbia,"Anthropology, Art and Art History, History, Interdisciplinary research in the Humanities, Philosophy, Religious Studies and Theology",6
481965,567,Lithic Technology,United Kingdom,"Anthropology, Archaeology",2
437990,700,Archaeological Prospection,United Kingdom,Archaeology,1
476901,162,The Soviet and Post-Soviet Review,Netherlands,History,1
441288,424,Husserl Studies,Netherlands,Philosophy,1
470815,757,Socio-Economic Review,United Kingdom,"Political Sciences and International Relations, Sociology",2
485146,231,Nonprofit Policy Forum,Germany,Political Sciences and International Relations,1
443636,827,Journal of Public Policy,United Kingdom,Political Sciences and International Relations,1
438068,363,arq: Architectural Research Quarterly,United Kingdom,Art and Art History,1
445086,2000,Neophilologus: An International Journal of Modern and Mediaeval Language and Literature,Netherlands,"Linguistics, Literature",2
494892,135,"Journal of Educational, Cultural and Psychological Studies (ECPS)",Italy,"Pedagogical & Educational Research, Psychology",2
444096,995,Journal of Vocational Education and Training,United Kingdom,Pedagogical & Educational Research,1
502553,280,Revue des sciences sociales,France,"Anthropology, Cultural Studies, Sociology, Interdisciplinary research in the Social Sciences",4
480103,169,Syntaxe & Sémantique,France,Linguistics,1
502352,4,J2 - Jornal Jurídico,Portugal,Law,1
502351,9,"Herança - Revista de História, Património e Cultura",Portugal,History,1
476393,286,Gender and Language,United Kingdom,"Interdisciplinary research in the Social Sciences, Linguistics",2
442054,566,International Journal of Training and Development,United Kingdom,Pedagogical & Educational Research,1
447430,360,Terminology,Netherlands,Linguistics,1
440808,443,Functions of language,Netherlands,Linguistics,1
481834,15,Zagadnienia Rodzajów Literackich,Poland,Literature,1
470557,612,Zeitschrift für Assyrologie und Vorderasiatische Archäologie,Germany,Linguistics,1
470010,87,Artifact: Journal of Design Practice,Denmark,"Art and Art History, Interdisciplinary research in the Humanities",2
448254,198,Zeitschrift fur celtische Philologie,Germany,Linguistics,1
485200,28,Lehahayer. Czasopismo Ormian Polskich,Poland,"Anthropology, Cultural Studies, History, Interdisciplinary research in the Humanities, Literature",5
488900,75,International Journal of Contemporary Management,Poland,"Business and Management, Economics",2
485856,195,Prace Komisji Geografii Przemysłu Polskiego Towarzystwa Geograficznego,Poland,Human Geography and Urban Studies,1
485855,114,Przedsiębiorczość - Edukacja,Poland,"Business and Management, Pedagogical & Educational Research",2
485967,11,Annales Universitatis Paedagogicae Cracoviensis Studia Geographica,Poland,"Human Geography and Urban Studies, Pedagogical & Educational Research",2
489620,19,Études et Travaux (Institut des Cultures Méditerranéennes et Orientales de l’Académie Polonaise des Sciences),Poland,"Archaeology, Art and Art History, Religious Studies and Theology",3
483209,114,Royal Musical Association Research Chronicle,United Kingdom,Musicology,1
480427,76,Južnosloveski filolog,Serbia,Linguistics,1
485631,22,Zbornik Pravnog fakulteta u Zagrebu,Croatia,Law,1
497951,102,Anali Ekonomskog fakulteta u Subotici,Serbia,"Business and Management, Economics, Social Statistics and Informatics",3
442276,354,Jewish History,Netherlands,History,1
442123,734,International Studies in the Philosophy of Science,United Kingdom,"History & Philosophy of Science, Philosophy",2
419489,558,Journal of Psychophysiology,Germany,Psychology,1
471520,420,Archive for the Psychology of Religion/ Archiv für Religionspsychologie,Netherlands,Religious Studies and Theology,1
484095,294,Black Theology,United Kingdom,Religious Studies and Theology,1
438656,303,British Journal of Music Therapy (BJMT),United Kingdom,Musicology,1
490414,218,"Фізичне виховання, спорт і культура здоров'я у сучасному суспільстві",Ukraine,"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",2
440013,258,Early Music History,United Kingdom,Musicology,1
342114,1083,Popular Music,United Kingdom,Musicology,1
438801,441,Cambridge Opera Journal,United Kingdom,Musicology,1
486032,304,Think: Philosophy for everyone,United Kingdom,Philosophy,1
498792,32,Research Data Journal for the Humanities and Social Sciences,Netherlands,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
499955,29,Slovak Journal of Sport Science,Slovakia,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Science and Technology Studies, Pedagogical & Educational Research",4
479728,731,European Journal of Risk Regulation,Germany,"Law, Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",3
440249,700,English Language and Linguistics,United Kingdom,Linguistics,1
446639,800,Rhetoric Review,United Kingdom,"Political Sciences and International Relations, Sociology, Linguistics, Literature",4
483259,72,Pedagogiek,Netherlands,Pedagogical & Educational Research,1
440946,918,German Politics,United Kingdom,"Political Sciences and International Relations, Sociology",2
486503,276,LOGOS: Journal of the World Publishing Community,Netherlands,"Cultural Studies, History, Library and Information Science, Literature, Media Studies and Communication",5
437959,1812,Applied Psychology,United Kingdom,Psychology,1
491063,25,Вісник Київського національного університету імені Тараса Шевченка. Соціологія,Ukraine,Sociology,1
481414,631,Episteme: A journal of individual and social epistemology,United Kingdom,Philosophy,1
477748,69,Taal en Tongval,Netherlands,Linguistics,1
343283,732,Journal for the Study of the New Testament,United Kingdom,Religious Studies and Theology,1
427612,928,Women's History Review,United Kingdom,"History, Gender Studies",2
476416,84,Tijdschrift voor Genderstudies,Netherlands,Gender Studies,1
440460,422,European Journal of Migration and Law,Netherlands,Law,1
502150,251,Management: Journal of Sustainable Business and Management Solutions in Emerging Economies,Serbia,"Business and Management, Economics",2
477803,5,Journal of Women's Entrepreneurship and Education,Serbia,"Business and Management, Economics",2
493460,21,Истраживања,Serbia,"Archaeology, Art and Art History, Classical Studies, History, Cultural Studies, Interdisciplinary research in the Humanities",6
472171,6,Argumentum,Hungary,Linguistics,1
482239,145,Aikuiskasvatus,Finland,Pedagogical & Educational Research,1
491372,1,Poslovne studije,Bosnia and Herzegovina,"Business and Management, Economics, Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Science and Technology Studies",8
504749,1,Годишњак,Bosnia and Herzegovina,"Cultural Studies, Philosophy, Religious Studies and Theology",3
472107,53,Anales de Documentación,Spain,Library and Information Science,1
485833,28,Documenta & Instrumenta,Spain,History,1
486150,10,"Llengua, societat i comunicació",Spain,Linguistics,1
450385,21,Tidsskriftet Antropologi,Denmark,Anthropology,1
343676,2,Classica et Mediaevalia,Denmark,"Anthropology, Classical Studies, History",3
498380,2,"ІНТЕРМАРУМ: історія, політика, культура",Ukraine,"History, Cultural Studies, Political Sciences and International Relations",3
486836,47,Науково-практичний журнал 'Медичне право',Ukraine,Law,1
503177,40,Plant Sociology,Bulgaria,"Sociology, Environmental Studies, Interdisciplinary research in the Social Sciences",3
480432,157,Bulletin of the History of Archaeology,United Kingdom,"Archaeology, History & Philosophy of Science",2
436420,591,Journal of Purchasing and Supply Management,Netherlands,Business and Management,1
340115,7380,Quaternary Science Reviews,Netherlands,Archaeology,1
448170,2520,Women's Studies: International Forum,United Kingdom,Gender Studies,1
445050,964,Natural language & linguistic theory,Netherlands,Linguistics,1
485096,23,Problemy Polityki Społecznej. Social Policy Issues,Poland,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
503012,2,Sineza: časopis za humanističke i društvene nauke,Bosnia and Herzegovina,"Archaeology, Classical Studies, Gender Studies, History, History & Philosophy of Science, Cultural Studies, Political Sciences and International Relations, Sociology, Linguistics, Pedagogical & Educational Research, Philosophy, Psychology, Religious Studies and Theology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",15
499446,2,Hercegovina. Časopis za kulturno i povijesno nasljeđe,Bosnia and Herzegovina,"Archaeology, History",2
493901,214,"TEM JOURNAL - Technology, Education, Management, Informatics",Serbia,"Library and Information Science, Media Studies and Communication, Business and Management, Economics, Science and Technology Studies, Social Statistics and Informatics, Environmental Studies, Pedagogical & Educational Research",8
494983,3,Čitalište : naučni časopis za teoriju i praksu bibliotekarstva,Serbia,"Library and Information Science, Media Studies and Communication, Interdisciplinary research in the Humanities",3
483706,2,"Књиженство, часопис за студије књижевности, рода и културе",Serbia,"Gender Studies, Cultural Studies, Literature",3
497001,119,Revista Iberoamericana de Evaluación Educativa,Spain,Pedagogical & Educational Research,1
497014,36,Revista de Estudios Empresariales. Segunda Época,Spain,"Business and Management, Economics",2
482904,191,RELIEVE: Revista ELectrónica de Investigación y EValuaciòn Educativa,Spain,Pedagogical & Educational Research,1
472835,122,"IDP. Internet, Law and Politics Journal",Spain,"Law, Political Sciences and International Relations",2
472222,44,Çédille: Revista de Estudios Franceses,Spain,Literature,1
490867,118,Metody Ilosciowe w Badaniach Ekonomicznych,Poland,"Economics, Interdisciplinary research in the Social Sciences, Social Statistics and Informatics",3
486299,58,Środowisko Mieszkaniowe,Poland,"Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Science and Technology Studies",3
494624,189,Open Philosophy,Poland,Philosophy,1
497287,53,Open Psychology,Poland,Psychology,1
496354,14,New Horizons in English Studies,Poland,"Art and Art History, Gender Studies, History, Cultural Studies, Media Studies and Communication, Film and Theatre Studies, Political Sciences and International Relations, Linguistics, Literature, Pedagogical & Educational Research, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",12
488812,70,Vita Latina,France,Classical Studies,1
484072,50,Slovenska Politologicka Revue,Slovakia,Political Sciences and International Relations,1
489733,56,Krízový manažment,Slovakia,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
490318,71,"Espacio Tiempo y Forma. Serie II, Historia Antigua",Spain,History,1
482894,85,Ohm : Obradoiro de Historia Moderna,Spain,History,1
488709,58,Innovación Educativa,Spain,Pedagogical & Educational Research,1
471657,35,Estudios Penales y Criminológicos,Spain,Law,1
472469,79,Cuadernos Geográficos de la Universidad de Granada,Spain,Human Geography and Urban Studies,1
482872,59,Historia Contemporánea,Spain,History,1
488309,36,"Revista de lenguas y literaturas catalana, gallega y vasca",Spain,"Cultural Studies, Linguistics, Literature",3
499340,4,"EU-topías. Revista de interculturalidad, comunicación y estudios europeos",Spain,"Cultural Studies, Media Studies and Communication, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
490317,94,"Espacio Tiempo y Forma. Serie I, Prehistoria y Arqueología",Spain,"Archaeology, History",2
482043,129,"Espacio, Tiempo y Forma. Historia Medieval",Spain,History,1
482868,113,"Espacio, Tiempo y Forma. Historia Contemporánea",Spain,History,1
496887,28,"Espacio, Tiempo y Forma. Serie VI. Geografía",Spain,"Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",3
485549,70,Kamchatka. Revista de análisis cultural,Spain,"Cultural Studies, Literature",2
471206,13,Sendebar,Spain,Linguistics,1
490302,88,Trabajo Social Hoy,Spain,Sociology,1
485720,3,Miscelánea de Estudios Árabes y Hebraicos. Sección Hebreo,Spain,"Interdisciplinary research in the Humanities, Religious Studies and Theology",2
472826,5,Ibérica,Spain,Linguistics,1
504355,6,Socio-Cultural Management Journal,Ukraine,Cultural Studies,1
447133,60,Spiegel der Letteren,Belgium,Literature,1
447144,18,Sprachkunst,Austria,"Cultural Studies, Linguistics, Literature",3
469250,5,Časopis pro moderni filologii,Czechia,"Linguistics, Literature",2
482539,5,Svět literatury: Časopis pro novodobé literautury,Czechia,Literature,1
494053,31,Historia scholastica,Czechia,"Pedagogical & Educational Research, Interdisciplinary research in the Humanities",2
484831,238,Journal of Central Banking Theory and Practice,Montenegro,"Business and Management, Economics",2
495174,65,Irish Journal of Occupational Therapy (IJOT),United Kingdom,"Business and Management, Interdisciplinary research in the Social Sciences",2
487075,26,Magistra Iadertina,Croatia,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Literature, Pedagogical & Educational Research",4
470753,26,Croatica et Slavica Iadertina,Croatia,"Linguistics, Literature",2
483056,13,Diacovensia - Teološki prilozi,Croatia,Religious Studies and Theology,1
482220,9,Obnovljeni život. Časopis za filozofiju i religijske znanosti,Croatia,Religious Studies and Theology,1
468748,16,Rasprave Instituta za hrvatski jezik i jezikoslovlje,Croatia,Linguistics,1
485887,61,European Journal of Analytic Philosophy,Croatia,Philosophy,1
490570,9,Godišnjak Akademije pravnih znanosti Hrvatske,Croatia,"Demography, Economics, Law, Political Sciences and International Relations, Sociology, Interdisciplinary research in the Social Sciences",6
342945,901,International History Review,United Kingdom,History,1
472320,252,Cahiers de Narratologie,France,Literature,1
481811,20,Slavia Antiqua,Poland,Archaeology,1
485145,108,Multimodal Communication,Germany,Media Studies and Communication,1
483284,110,Pasado y memoria: Revista de historia contemporánea,Spain,History,1
488619,57,IJERI: International Journal of Educational Research and Innovation,Spain,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
496810,35,Spanish Yearbook of International Law,Spain,"Law, Interdisciplinary research in the Social Sciences",2
497237,101,Revista de Estudios Brasileños (REB),Spain,"Cultural Studies, Political Sciences and International Relations, Sociology",3
484460,12,Miscelánea: A Journal of English and American Studies,Spain,"Linguistics, Literature",2
490692,5,Differenz,Spain,Philosophy,1
493011,15,REVISTA DE EDUCACIÓN Y DERECHO,Spain,"Law, Interdisciplinary research in the Humanities",2
447380,4150,Teachers College Record (TCR),United Kingdom,Pedagogical & Educational Research,1
484912,96,Journal of Intelligence Studies in Business,Sweden,"Business and Management, Economics",2
493242,563,Український соціум,Ukraine,"Economics, Political Sciences and International Relations, Sociology, Interdisciplinary research in the Social Sciences",4
502240,3,Науковий вісник Чернівецького національного університету імені Юрія Федьковича. Історія,Ukraine,History,1
485053,54,Journal for Perspectives of Economic Political and Social Integration. Journal for Mental Changes,Poland,"Business and Management, Cultural Studies, Economics, Environmental Studies, History & Philosophy of Science, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Media Studies and Communication, Pedagogical & Educational Research, Philosophy, Political Sciences and International Relations, Psychology, Sociology",14
472502,68,Diametros: An Online Journal of Philosophy,Poland,Philosophy,1
442804,594,"Learning, Media & Technology",United Kingdom,Media Studies and Communication,1
503850,87,Journal of Humanities and Applied Social Sciences,United Kingdom,"Anthropology, Library and Information Science, Business and Management, Economics, Law, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",10
483963,594,Revista Española Documentacion Cientifica,Spain,"Library and Information Science, Science and Technology Studies",2
488533,518,Revista Internacional de Sociología,Spain,Sociology,1
440229,1787,Enfance,France,"Psychology, Pedagogical & Educational Research",2
440248,3187,English Historical Review,United Kingdom,History,1
499064,145,Shodoznavstvo,Ukraine,"Archaeology, Art and Art History, Classical Studies, History, Cultural Studies, Linguistics, Interdisciplinary research in the Humanities",7
504774,99,"Economics, Entrepreneurship, Management",Ukraine,"Business and Management, Economics",2
485883,164,Studia Humana,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
499834,38,Lan Harremanak-Revista de Relaciones Laborales,Spain,"Economics, Law, Interdisciplinary research in the Social Sciences",3
488590,38,Revista de Estudios en Seguridad Internacional,Spain,Political Sciences and International Relations,1
490727,20,Azafea: Revista de Filosofía,Spain,Philosophy,1
482023,6,Studia Histórica. Historia Contemporánea,Spain,History,1
498096,8,Cuadernos de Gibraltar,Spain,Political Sciences and International Relations,1
490638,18,ius et scientia,Spain,Law,1
500387,11,International Journal of Eurasian Linguistics,Netherlands,Linguistics,1
447118,341,Spatial Cognition and Computation,United Kingdom,Psychology,1
497629,16,Research in Education and Learning Innovation Archives (REALIA),Spain,"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",2
480923,81,Contrastes. Revista Internacional de Filosofía,Spain,"Anthropology, Interdisciplinary research in the Humanities, Philosophy",3
497031,12,Naturaleza y Libertad. Revista de estudios interdisciplinares,Spain,"Anthropology, Philosophy, Interdisciplinary research in the Humanities",3
505129,3,Diferents. Revista de museus,Spain,"Art and Art History, History",2
497236,14,Cuadernos de Prehistoria y Arqueología de la Universidad de Granada,Spain,Archaeology,1
498192,122,Revista de las Cortes Generales,Spain,Law,1
482874,15,Revista de Literatura medieval,Spain,Literature,1
476843,20,Vigo International Journal of Applied Linguistics,Spain,Linguistics,1
483002,2,Porta Aurea,Poland,Art and Art History,1
502957,6,Наша школа: часопис за теорију и праксу васпитања и образовања,Bosnia and Herzegovina,Pedagogical & Educational Research,1
490279,2,Hum: časopis Filozofskog fakulteta Sveučilišta u Mostaru,Bosnia and Herzegovina,"Archaeology, Art and Art History, Classical Studies, Gender Studies, History, History & Philosophy of Science, Cultural Studies, Library and Information Science, Political Sciences and International Relations, Sociology, Linguistics, Literature, Pedagogical & Educational Research, Philosophy, Religious Studies and Theology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",17
493302,3,Bosniaca,Bosnia and Herzegovina,Library and Information Science,1
505016,8,Geografski pregled,Bosnia and Herzegovina,"Demography, Political Sciences and International Relations, Environmental Studies, Human Geography and Urban Studies, Pedagogical & Educational Research",5
505166,32,Western Balkan Journal of Agricultural Economics and Rural Development (WBJAERD),Serbia,"Business and Management, Economics, Environmental Studies",3
505015,2,Media Studies and Applied Ethics,Serbia,"Gender Studies, Cultural Studies, Media Studies and Communication, Law, Political Sciences and International Relations, Sociology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",8
504790,33,Напредак - часопис за политичку теорију и праксу,Serbia,"Law, Political Sciences and International Relations",2
474707,321,Animation,United Kingdom,"Art and Art History, Cultural Studies, Film and Theatre Studies, Media Studies and Communication",4
484538,123,Acta Universitatis Sapientiae Film and Media Studies,Romania,"Film and Theatre Studies, Media Studies and Communication",2
503231,53,Management of Sustainable Development,Romania,"Business and Management, Economics, Environmental Studies",3
341053,1325,Child Abuse Review http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291099-0852,United Kingdom,"Psychology, Sociology",2
493709,9,Dialogoi! Theory & Praxis in Education,Greece,"Anthropology, Art and Art History, Gender Studies, Cultural Studies, Media Studies and Communication, Film and Theatre Studies, Political Sciences and International Relations, Science and Technology Studies, Sociology, Environmental Studies, Linguistics, Pedagogical & Educational Research, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",15
490978,20,Conatus - Journal of Philosophy,Greece,Philosophy,1
497327,4,Studia lexicographica,Croatia,"Library and Information Science, Linguistics, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
483853,90,Central Asian Affairs,Netherlands,History,1
485273,89,Asiascape: Digital Asia,Netherlands,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
484547,36,Journal of Abbasid Studies,Netherlands,"Cultural Studies, History",2
502470,6,Neophilologica,Poland,Linguistics,1
496646,28,Collectanea Philologica,Poland,"Art and Art History, Classical Studies, Cultural Studies, Interdisciplinary research in the Humanities",4
485065,3,Śląskie Studia Polonistyczne,Poland,Literature,1
502996,5,Didactica Mathematicae.,Poland,"Science and Technology Studies, Sociology, Pedagogical & Educational Research",3
496812,79,Rozwój Regionalny i Polityka Regionalna,Poland,"Demography, Economics, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies",5
483670,295,Oeconomia Copernicana,Poland,"Business and Management, Economics",2
486189,66,Konteksty Kultury,Poland,Literature,1
502145,32,Forum Filologiczne Ateneum,Poland,"Cultural Studies, Linguistics, Literature, Pedagogical & Educational Research, Interdisciplinary research in the Humanities",5
486732,8,Humaniora. Czasopismo Internetowe,Poland,"Cultural Studies, Philosophy, Psychology, Religious Studies and Theology, Sociology",5
483669,279,Equilibrium,Poland,Economics,1
476565,701,"Equality, Diversity and Inclusion (EDI)",United Kingdom,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
494179,4,Нова філолоігія,Ukraine,"Linguistics, Literature",2
499412,138,International Journal of Innovative Technologies in Economy,Poland,Economics,1
497355,23,Acta Iuris Stetinensis (Roczniki Prawnicze),Poland,Law,1
485934,477,Anthropological Review,Poland,Anthropology,1
482075,565,L'orientation scolaire et professionnelle,France,"Pedagogical & Educational Research, Psychology",2
481618,31,Magyar Nyelv,Hungary,Linguistics,1
473404,4,Magyar Nyelvőr,Hungary,Linguistics,1
481619,119,Magyar Pedagógia,Hungary,Pedagogical & Educational Research,1
487650,72,Journal of Vasyl Stefanyk Precarpathian National University,Ukraine,"Classical Studies, Economics, History, History & Philosophy of Science, Human Geography and Urban Studies, Linguistics, Pedagogical & Educational Research, Philosophy, Psychology, Science and Technology Studies, Sociology",11
420618,235,Anthropos: Internationale Zeitschrift für Völker- und Sprachenkunde,Switzerland,Anthropology,1
484024,72,Revista de Humanidades,Spain,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
490313,12,Revista de Escritoras Ibéricas,Spain,"Gender Studies, Literature",2
488208,10,Tercio Creciente,Spain,"Art and Art History, Cultural Studies",2
501982,15,AusArt,Spain,"Art and Art History, Cultural Studies, Interdisciplinary research in the Humanities",3
488697,44,The Age of Human Rights Journal,Spain,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Philosophy, Political Sciences and International Relations, Sociology",6
341667,2552,Transport Policy,Netherlands,"Economics, Sociology",2
491256,161,Redesciptions,United Kingdom,"Gender Studies, Political Sciences and International Relations, Philosophy, Interdisciplinary research in the Humanities",4
496864,27,Z Badań nad Książką i Księgozbiorami Historycznymi,Poland,"History, Interdisciplinary research in the Humanities, Library and Information Science, Media Studies and Communication",4
486399,121,Bibliotekarz Podlaski,Poland,"Cultural Studies, History, Interdisciplinary research in the Humanities, Library and Information Science, Literature",5
485567,42,Kultura-Społeczeństwo-Edukacja,Poland,"Interdisciplinary research in the Humanities, Pedagogical & Educational Research",2
482338,153,Kwartalnik Filmowy,Poland,"Cultural Studies, Film and Theatre Studies",2
482076,1340,Bulletin de la Societé Préhistorique francaise,France,Archaeology,1
444747,788,Mélanges de la Casa de Velázquez,Spain,"History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",3
481783,23,Lud,Poland,Anthropology,1
438011,439,Archiv für Musikwissenschaft,Germany,Musicology,1
484964,168,Historická sociologie,Czechia,"History, Sociology",2
499067,13,Językoznawstwo,Poland,Linguistics,1
478911,58,Polish Journal of Philosophy,Poland,Philosophy,1
341525,1052,European Journal of Cultural Studies,United Kingdom,Pedagogical & Educational Research,1
440415,961,European Journal of Archaeology,United Kingdom,Archaeology,1
441215,1162,History of the Human Sciences,United Kingdom,History & Philosophy of Science,1
490890,51,Transnational Marketing Journal,United Kingdom,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
443315,140,Journal of Medieval Latin,Belgium,"Literature, Classical Studies",2
446634,137,Revue Théologique de Louvain,Belgium,Religious Studies and Theology,1
483947,8,Roczniki Biblioteczne. Czasopismo poświęcone kulturze książki i komunikacji piśmiennej,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Library and Information Science, Media Studies and Communication",4
485634,36,Roczniki Dziejów Społecznych i Gospodarczych,Poland,"Economics, History, Interdisciplinary research in the Humanities",3
440654,3,Filozofický casopis,Czechia,Philosophy,1
342725,378,FinanzArchiv / Public Finance Analysis (FA),Germany,"Economics, Political Sciences and International Relations",2
485933,29,The Ecumenical Journal Sibiu (RES),Romania,Religious Studies and Theology,1
493342,97,Journal of Evidence-Based Psychotherapies,Romania,"Psychology, Interdisciplinary research in the Social Sciences",2
489935,36,Journal of ancient history and archaeology,Romania,"Archaeology, History",2
488274,15,Anthropological Researches and Studies,Romania,"Anthropology, Interdisciplinary research in the Social Sciences",2
480746,99,Applied Theatre Research,United Kingdom,"Film and Theatre Studies, Interdisciplinary research in the Humanities",2
491716,38,Journal of African Foreign Affairs (JoAFA),United Kingdom,Political Sciences and International Relations,1
503940,6,JOURNAL OF SOMALI STUDIES: Research on Somalia and the Greater Horn of African Countries,United Kingdom,"Anthropology, History, Political Sciences and International Relations, Environmental Studies",4
441007,778,Grazer Philosophische Studien,Netherlands,Philosophy,1
468687,117,Babesch: Bulletin Antieke Beschaving,Belgium,"History, Archaeology",2
505237,85,Serbian Journal of Engineering Management,Serbia,"Business and Management, Science and Technology Studies, Interdisciplinary research in the Social Sciences",3
445919,1171,Political Communication,United Kingdom,"Media Studies and Communication, Political Sciences and International Relations",2
341373,918,Resource and Energy Economics,Netherlands,Economics,1
479822,105,Ecozona,Spain,"Environmental Studies, Literature",2
484843,43,Álabe. Revista de Investigación sobre Lectura y Escritura,Spain,"Linguistics, Literature",2
441217,1163,History Workshop Journal,United Kingdom,"History, Political Sciences and International Relations",2
437697,1920,Animal Cognition,Germany,Psychology,1
341090,1632,Demographic Research,Germany,Demography,1
485036,37,Kultura Bezpieczeństwa,Poland,"Classical Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",4
485569,32,Edukacja Międzykulturowa,Poland,"Cultural Studies, Pedagogical & Educational Research",2
343590,1132,Journal for the Theory of Social Behaviour,United Kingdom,Psychology,1
442351,1755,Journal of African History,United Kingdom,History,1
493221,140,European Journal of Language Policy,United Kingdom,"Linguistics, Interdisciplinary research in the Social Sciences",2
481528,647,Bildung und Erziehung,Germany,Pedagogical & Educational Research,1
443647,534,Journal of Quantitative Linguistics,United Kingdom,Linguistics,1
450554,93,Philosophie Antique,France,"Philosophy, Classical Studies",2
485035,2,Revista Internacional de Culturas y Literaturas,Spain,"Art and Art History, Cultural Studies, Gender Studies, Interdisciplinary research in the Humanities, Literature, Pedagogical & Educational Research, Philosophy",7
479163,80,Revista Internacional de Organizaciones,Spain,"Interdisciplinary research in the Social Sciences, Sociology",2
488716,172,Bajo Palabra. Revista de Filosofía,Spain,Philosophy,1
448259,842,Zeitschrift für die neutestamentliche Wissenschaft und die Kunde der älteren Kirche,Germany,Religious Studies and Theology,1
448258,583,Zeitschrift für die Alttestamentliche Wissenschaft,Germany,Religious Studies and Theology,1
448277,710,Zeitschrift für Klinische Psychologie und Psychotherapie,Germany,Psychology,1
341391,934,International Politics,United Kingdom,Political Sciences and International Relations,1
491439,217,Business Ethics and Leadership (BEL) journal,Ukraine,"Business and Management, Economics, Gender Studies, Human Geography and Urban Studies, Media Studies and Communication, Psychology, Religious Studies and Theology",7
439848,1459,Deutsche Zeitschrift für Philosophie,Germany,Philosophy,1
441200,709,History and Philosophy of Logic,United Kingdom,"Philosophy, History & Philosophy of Science",2
448082,21,VSWG. Vierteljahrschrift für Sozial- und Wirtschaftsgeschichte,Germany,History,1
495338,739,Communication et Organisation,France,"Media Studies and Communication, Business and Management, Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",4
440783,538,French History,United Kingdom,History,1
486374,58,DIALOGO,Romania,"Anthropology, Art and Art History, Cultural Studies, History, History & Philosophy of Science, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Philosophy, Psychology, Religious Studies and Theology, Sociology",12
485461,1,Dějiny - Teorie - Kritika,Czechia,History,1
488536,10,"European Studies – The Review of European Law, Economics and Politics",Czechia,"Economics, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Political Sciences and International Relations, Sociology",7
442022,1064,International Journal of Social Research Methodology: Theory and Practice,United Kingdom,Interdisciplinary research in the Social Sciences,1
497215,35,Zbornik Veleučilišta u Rijeci,Croatia,"Business and Management, Economics, Science and Technology Studies, Social Statistics and Informatics, Interdisciplinary research in the Social Sciences",5
486444,465,Banks and Bank Systems,Ukraine,"Business and Management, Economics",2
341479,1345,European Journal of Education,Netherlands,Pedagogical & Educational Research,1
486450,1,Central and Eastern European Migration Review,Poland,"Anthropology, Demography, Economics, History, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences, Law, Political Sciences and International Relations, Sociology",9
444437,329,Linguistics in the Netherlands,Netherlands,Linguistics,1
