,EP_id,Publications_in_venue,OC_omid,issn,Open Access
7408,498614,13,061201159762,['2659-3351'],True
8374,503377,13,062201387613,['2148-371X'],Unknown
6504,493710,13,061902162093,['2241-7303'],Unknown
7042,497018,13,06301666624,"['2543-6104', '2719-485X']",Unknown
2157,447246,13,06110849087,['2158-5806'],Unknown
8447,503826,13,061501642640,"['2660-7212', '2660-4167']",Unknown
5806,489930,13,06301490621,"['1139-6628', '1988-8503']",Unknown
5014,486680,13,062601497487,['1802-8853'],True
7481,498816,13,06202528984,['2526-2882'],True
4290,484756,13,06801769324,"['2081-1861', '2300-3057']",Unknown
5879,490269,13,06702196160,['2395-8057'],Unknown
8094,502114,13,06601154001,['2074-8922'],Unknown
6501,493700,13,062302081448,['2222-9396'],Unknown
8068,502052,13,06502184688,['2027-257X'],True
4451,485102,13,061701779570,"['2247-9163', '2069-9271']",True
4272,484697,13,061802867657,['2084-4514'],Unknown
2505,468721,13,06601775635,['2300-1968'],Unknown
7553,499067,13,06502504568,"['2391-5137', '1897-0389']",Unknown
7678,499427,13,062201473464,['2450-5854'],True
5935,490439,13,061801833812,['2537-4850'],True
5298,487753,13,06401089227,"['2541-7738', '2500-2171']",True
7458,498753,13,06502864243,"['2548-0405', '1304-0103']",True
7591,499159,13,062501892345,"['2477-9245', '1390-8081']",True
3668,481970,13,061601514913,['0206-3735'],Unknown
5334,488015,13,061901331770,['2147-8007'],True
5992,490645,13,062302236674,['2445-3269'],Unknown
4426,485045,13,062501953805,"['1803-7410', '2336-4440']",True
6634,494228,13,061801615579,"['2617-1813', '2617-1821']",Unknown
2373,449303,13,06901593964,['0024-1482'],Unknown
5962,490535,13,062402239427,['2525-3468'],True
8406,503536,13,0660811407,['2149-4576'],Unknown
7685,499440,12,06250586541,"['2524-0943', '2663-886X']",Unknown
5432,488346,12,061101943239,['2464-2525'],True
7718,499544,12,061601911860,['0719-3696'],Unknown
4751,485970,12,061601879358,['1991-6485'],True
7346,498391,12,06202215823,['2526-7884'],True
7915,500553,12,061201938439,['2317-2444'],True
5339,488026,12,061101667220,"['2334-833X', '2334-7597']",Unknown
7361,498428,12,06402149824,['2587-7011'],Unknown
5837,490072,12,062201771017,"['2336-2766', '2533-7599']",True
5858,490164,12,061501872497,"['1984-784X', '1518-7284']",True
5839,490075,12,062401908927,"['0719-3432', '0718-5766']",True
7658,499354,12,061702060781,['1605-7880'],Unknown
5007,486650,12,062601924181,['1857-9760'],True
7652,499342,12,06701280529,['2675-519X'],True
6021,490746,12,061601418258,['2317-0433'],True
7823,500206,12,062301874997,"['2617-2283', '2617-2291']",True
4509,485284,12,06602156096,['2341-3042'],True
4072,483916,12,061501815794,['2172-2862'],True
8125,502256,12,06701411132,"['2307-5279', '2709-5576']",Unknown
7590,499156,12,061901933032,['2318-8081'],True
7846,500278,12,061301960232,"['2617-7951', '2617-880X']",True
5972,490573,12,061902005393,"['0102-9576', '2358-1409']",True
7606,499190,12,06202157728,"['1668-6365', '1668-6357']",True
6062,490923,12,06202215101,['0719-7721'],True
5179,487177,12,06702341534,['2408-932X'],Unknown
5372,488163,12,061401937937,['2386-8066'],True
8095,502117,12,062102082706,['2184-1284'],True
7955,501746,12,06502248188,"['2615-725X', '2615-8655']",True
5020,486705,12,062601930970,"['2449-7320', '2545-3483']",True
5254,487520,12,062401848175,['1805-0603'],True
4506,485278,12,06401846442,['1733-2486'],Unknown
4708,485862,12,06101679037,['2082-8411'],Unknown
8000,501840,12,061102395406,"['1392-0219', '2424-547X']",True
5241,487451,12,062503542673,['2446-7154'],Unknown
4732,485928,12,061101417998,['2353-6098'],Unknown
3946,483270,12,062501394271,"['1575-166X', '2173-6847']",Unknown
4233,484460,12,06501712453,"['1137-6368', '2386-4834']",True
3923,483192,12,061501494548,['1453-9306'],Unknown
8043,502006,12,06202223119,"['2084-5227', '1429-7507']",Unknown
7921,500579,12,062301757624,"['2617-2607', '2663-0621']",True
5892,490313,12,06502375379,['2340-9029'],Unknown
6026,490759,12,062201969540,"['2603-9966', '2387-0915']",Unknown
7000,496892,12,061201207682,['2285-939X'],True
2708,471777,12,0602344,['0172-6404'],Unknown
6664,494301,12,061601225860,['1699-2938'],True
3593,481604,12,061501961059,"['2719-6496', '0023-5881']",True
3632,481767,12,06301666662,"['0071-1861', '2719-6534']",True
6631,494222,12,06203088948,['2309-3935'],Unknown
6651,494285,12,061601810302,['2317-4390'],Unknown
3783,482537,12,062201771025,"['2533-7637', '0862-6901']",True
7051,497031,12,06502223128,"['2254-9668', '2659-9228']",True
8328,503142,12,062101503058,"['2789-1569', '2789-1577']",True
2821,473365,12,062201908901,['0718-5065'],Unknown
2351,448306,12,0630752376,"['2747-447X', '0044-2356']",Unknown
7224,497924,12,061901795606,"['2391-6826', '0239-4472']",Unknown
8461,503867,12,0660973555,['2184-4097'],True
3777,482528,12,062035999,"['2544-4433', '0860-0562']",Unknown
6455,493496,12,06201613445,['2603-5820'],True
8471,503939,12,062501902549,"['2634-3622', '2634-3614']",Unknown
8323,503127,12,061302007416,['2659-6482'],True
7067,497080,12,06402268851,"['2066-7701', '2066-771X']",True
6836,496395,12,062601831241,"['2305-8773', '2713-0282']",True
6832,496388,12,062601522670,['2545-8566'],True
6798,495219,12,06602313672,['2528-8075'],True
7172,497564,12,061601998414,"['2542-3401', '1316-4821']",Unknown
2760,472425,12,062101900385,"['1659-3820', '0379-3974']",Unknown
6941,496755,12,06602799357,['1668-7515'],True
7270,498023,12,06702159751,"['2597-470X', '2597-4718']",True
7338,498382,12,061201279643,"['2353-2998', '1731-0555']",True
8404,503530,12,06902407090,['2424-3299'],True
8407,503537,12,062201969446,['2603-851X'],True
6599,494103,12,06901967940,['2535-5279'],True
7268,498021,12,061101899766,"['1644-6739', '2449-9765']",Unknown
3696,482025,12,061601481993,"['0213-2486', '2387-1377']",Unknown
3449,480179,12,0620911052,"['2280-6172', '2280-6180']",True
6284,491607,12,061301637072,['2500-3224'],Unknown
3431,480029,12,062301985940,['1791-5155'],Unknown
2661,471159,12,061601682008,"['1989-4554', '1139-1146']",True
2818,473307,11,062301701099,['1649-7341'],Unknown
4790,486053,11,06102434478,"['2228-4745', '1736-6852']",True
5577,488798,11,062302236627,['2445-2378'],True
7887,500421,11,06402377831,"['1896-1819', '2391-5145']",Unknown
8112,502225,11,06202140408,"['2617-9717', '2617-9725']",True
4162,484089,11,062502199335,['2247-4633'],True
4749,485967,11,0643034948,"['2084-5456', '2449-9056']",Unknown
8318,503017,11,062501549181,"['2039-1730', '2611-8653']",True
4128,484027,11,0615052121,"['1132-8231', '2340-4795']",True
5612,488881,11,062401574205,"['2422-2178', '2422-2976']",True
8109,502185,11,06602777384,['2526-7310'],True
4099,483972,11,062501950435,"['0239-4251', '2083-361X']",Unknown
6714,494649,11,06702459238,['2594-5033'],True
4114,483995,11,06103573949,['0435-5865'],Unknown
8482,503982,11,0610723234,"['2738-2702', '2738-2710']",True
4115,483997,11,061202810149,['0557-2665'],Unknown
2751,472333,11,06401761833,"['0718-4654', '0718-4662']",True
5582,488806,11,06701711907,['2346-3120'],True
6713,494636,11,061401494973,"['0202-2532', '2618-6969']",Unknown
5109,486965,11,061401378164,['1330-0946'],Unknown
5950,490500,11,062201924991,"['2336-4459', '1211-7676']",True
3132,476645,11,061501977187,['1820-1768'],Unknown
3299,478519,11,0622094387,"['1857-7172', '1857-8055']",True
7532,498980,11,061101704107,"['1896-2327', '2353-7787']",True
3197,477360,11,0617049947,['1331-9914'],True
5849,490145,11,062502220163,['1309-0593'],True
7541,499021,11,06102229878,['2380-4076'],Unknown
7509,498884,11,061602085741,"['2362-5554', '1850-3853']",True
8066,502049,11,06901936397,['2250-8139'],True
4427,485046,11,06302450898,"['1641-7666', '1898-8709']",Unknown
5773,489696,11,062101790804,"['2173-1071', '1696-2508']",Unknown
7499,498864,11,06130672013,['2452-1051'],Unknown
5881,490272,11,061301617129,['2007-9915'],Unknown
4472,485173,11,061702155961,"['2081-1853', '2300-5831']",True
7953,501740,11,061801928649,['2446-5682'],True
3072,476219,11,06701776317,['0575-1330'],Unknown
7568,499098,11,06202270777,['2215-275X'],True
3035,475791,11,06102237484,"['1428-149X', '2719-3780']",True
5730,489548,11,062101688804,['1370-575X'],Unknown
2969,475117,11,06401681183,"['0590-9597', '1848-9079']",Unknown
7584,499138,11,061101226796,['1698-739X'],True
5918,490392,11,062601522641,"['2545-6504', '0329-8019']",True
5923,490404,11,061101984514,"['2308-0019', '1815-3070']",True
7881,500415,11,06701392266,"['2475-0913', '2475-0905']",Unknown
3657,481869,11,06101739531,['0137-298X'],True
4557,485430,11,061501866662,"['1848-1590', '1848-7459']",True
4545,485398,11,061101521032,['2545-1936'],True
8393,503481,11,06403956035,"['1609-9109', '1561-087X']",True
6103,491025,11,06302402603,['2525-5584'],True
6147,491126,11,062601710681,"['2392-0971', '2543-9537']",Unknown
6092,490997,11,062502199391,['2247-7195'],True
2510,468747,11,06401681343,"['1848-9680', '0353-4642']",True
5068,486878,11,06202803028,"['2391-7512', '0867-2008']",Unknown
6131,491084,11,061601911857,"['0719-3661', '0719-367X']",True
4976,486554,11,067046037,['1988-8430'],True
7328,498354,11,062401064184,['0130-2655'],Unknown
8575,504605,11,061302071048,"['0718-4166', '0719-7748']",Unknown
7714,499534,11,06103891620,['2408-462X'],True
7058,497052,11,061301597693,"['0717-4357', '0718-8749']",True
8249,502817,11,062301702693,"['2719-3101', '1896-3226']",Unknown
8593,504664,11,06401416858,"['1820-8509', '1820-8495']",Unknown
3671,481975,11,06602215402,"['2660-647X', '0210-0061']",True
6829,496378,11,06220797115,['2667-6761'],Unknown
8640,504987,11,061601571369,['2284-1784'],True
8594,504665,11,06802227965,"['2589-4641', '2589-465X']",Unknown
6295,491702,11,061902086650,['2184-0008'],Unknown
2340,448264,11,06210745832,"['0044-2747', '2366-2425']",Unknown
6876,496537,11,061302071039,['0719-756X'],Unknown
6309,492883,11,061401545278,['2530-2337'],Unknown
8189,502441,11,061901633222,"['1409-939X', '1857-968X']",Unknown
4993,486595,11,062301983397,['2392-3113'],True
5283,487665,11,06801745048,"['0719-5699', '0718-7432']",Unknown
8603,504678,11,0631025332,['2398-5992'],True
5008,486652,11,061701074214,"['1895-0620', '2391-6567']",Unknown
7403,498582,11,062102079157,"['2451-0491', '2543-9340']",Unknown
8631,504869,11,061801615402,"['2617-0337', '2617-8087']",True
4969,486535,11,061401071963,['2220-5098'],Unknown
7872,500387,11,06502211390,"['2589-8825', '2589-8833']",Unknown
5466,488456,11,0680788467,"['1338-1350', '1335-5570']",Unknown
8211,502550,11,06702459223,"['2594-4932', '2358-6974']",Unknown
3831,482879,11,062401927767,"['1131-6810', '2530-8343']",Unknown
4051,483832,11,06202275903,['2239-4028'],True
6776,495054,11,061602122658,['2007-1868'],True
636,437413,11,061801465604,['1121-8932'],Unknown
7333,498363,11,06803871825,['2544-2031'],Unknown
1162,441039,11,061501119405,"['0210-7694', '2253-7686']",Unknown
5415,488311,11,062301909681,['2255-2057'],True
5410,488303,11,061401569610,['2014-7996'],True
8147,502340,11,06402335625,['2083-1765'],True
5159,487096,11,06102289789,['2238-8060'],True
5070,486887,11,06602371606,"['2391-7881', '2084-8595']",Unknown
6813,495329,11,062401927800,['2530-934X'],True
5399,488273,11,062501905880,['2450-5005'],Unknown
6259,491542,11,06102865342,['2448-0460'],True
379,342952,11,062501254229,"['2535-2660', '0332-608X']",True
8637,504891,10,06802313140,"['2462-5892', '2462-5884']",True
4385,484963,10,06701606602,['1642-9893'],True
8633,504873,10,061501899962,['2344-9918'],True
3125,476605,10,06902237758,"['1891-5760', '1891-5752']",Unknown
5141,487057,10,06301608744,['1853-7049'],True
8403,503529,10,061101306527,"['1841-2416', '2068-9667']",True
5180,487182,10,06302133774,['1852-2971'],Unknown
6936,496744,10,06402171921,"['2341-1163', '1886-1121']",Unknown
8413,503549,10,06302270783,"['2215-3705', '1409-4045']",True
5789,489807,10,061301711355,"['2531-1360', '2340-177X']",Unknown
6611,494166,10,061901892346,['1390-9304'],Unknown
8642,504989,10,062101980031,"['1515-3576', '2618-4141']",Unknown
8023,501936,10,061201768361,['2734-4754'],True
7545,499032,10,062301131826,"['2658-2848', '2081-2264']",True
7740,499587,10,062301702555,"['2707-8914', '2707-8922']",True
5786,489763,10,06801819789,"['2449-2604', '2449-2418']",Unknown
5496,488561,10,066044549,['2341-0515'],True
7588,499146,10,062101628134,"['2544-526X', '0137-5210']",Unknown
3836,482886,10,0670920659,"['1132-0877', '2255-596X']",Unknown
5002,486639,10,06130840053,"['2453-9759', '1339-2204']",True
2704,471746,10,061401481773,"['1904-7967', '1901-6220']",True
2735,472115,10,061202410829,['1330-0598'],True
5490,488536,10,06503978959,['2464-6695'],Unknown
5827,490020,10,062301910503,['2255-1824'],True
4826,486150,10,06501237635,['1697-5928'],True
8499,504077,10,061801944278,"['2663-970X', '2664-6005']",True
8497,504069,10,063401412,"['2544-0500', '0079-3140']",Unknown
7864,500340,10,061402422497,"['0552-4245', '2353-3021']",True
7917,500560,10,06402246400,['2773-7349'],True
7863,500328,10,061101877748,['2525-1112'],True
4926,486454,10,062301977431,"['1698-7446', '2444-3107']",Unknown
2646,471074,10,06402171891,"['2341-1120', '0570-7218']",True
6801,495241,10,062501751407,"['0208-5313', '2392-1242']",Unknown
6735,494786,10,062601574219,['0137-1169'],Unknown
8489,504025,10,062101974720,['2603-6681'],True
4945,486495,10,061802136941,"['0872-5632', '2182-7974']",True
5389,488208,10,06502375414,['2340-9096'],True
4972,486542,10,06102828394,['0123-8884'],True
5623,488906,10,062102082717,"['2184-2043', '2182-4452']",True
2508,468745,10,061601872530,"['1331-7202', '1848-9001']",Unknown
4613,485630,10,061501265918,"['2254-2930', '2254-7673']",Unknown
8452,503846,10,06103881542,"['1820-4589', '2812-9466']",Unknown
4543,485396,10,06403190845,['1895-8001'],Unknown
7981,501806,10,062102079151,"['2719-4388', '2451-0432']",True
7724,499564,10,0634041510,['2708-9010'],Unknown
6654,494288,10,06120895020,"['2764-0809', '1519-5392']",Unknown
7992,501828,10,06210750405,"['0124-4620', '2463-1159']",True
8502,504090,10,061601164921,['2766-0117'],True
6236,491391,10,061901436697,"['1339-8970', '2585-7479']",Unknown
7208,497816,10,061202099793,"['2317-191X', '2317-5451']",True
7493,498848,10,061301659385,['2174-6419'],Unknown
3637,481795,10,06101786796,"['0078-6500', '2657-5337']",Unknown
5908,490343,10,0616041187,"['2199-5915', '0015-573X']",Unknown
7247,497960,10,061401205720,['2610-8038'],Unknown
8089,502099,10,062402239296,['2525-3123'],True
6469,493600,10,06702459176,['2594-4630'],True
3655,481864,10,062501547770,['0133-2570'],Unknown
6458,493499,10,06902202985,['2559-6624'],True
5965,490538,10,0639035722,['2449-8297'],True
6429,493390,10,06702586858,"['2536-572X', '2536-5738']",True
4143,484050,10,062501914725,['1224-7448'],True
4142,484046,10,06702978101,['1220-5249'],Unknown
8314,503008,10,06401169993,"['0354-4702', '2406-0518']",True
7778,499911,10,061101312370,['2657-9774'],True
8116,502239,10,061101877672,"['1515-9485', '2313-9927']",True
6346,493188,10,061402087623,['2544-302X'],True
8166,502386,10,062601882750,['2723-5106'],Unknown
7401,498576,10,06302270566,['2215-3462'],True
7265,498012,10,062301943650,['2580-5711'],True
3949,483276,10,062402127356,"['1576-8767', '2605-1680']",Unknown
8299,502964,10,061301126297,['2062-1655'],True
7279,498101,10,062503051505,['2078-838X'],Unknown
3962,483345,10,061401848526,['1645-1112'],Unknown
6048,490891,10,0650460622,"['2385-5355', '2385-7269']",True
8075,502065,10,061902627248,['2320-2645'],Unknown
7381,498510,10,06402148067,['2605-0447'],True
3984,483471,10,0629010414,"['1934-8908', '1934-8916']",Unknown
7515,498933,10,062301886720,['0719-9368'],True
8044,502008,10,06501486528,['2712-7451'],Unknown
7215,497835,10,061101144536,"['2686-7281', '2686-729X']",Unknown
3458,480215,10,06802367932,"['2299-8837', '2299-5749']",Unknown
4322,484838,10,06202279041,"['2660-7166', '1889-5425']",Unknown
3385,479592,10,0626049203,"['1848-6681', '1847-9464']",Unknown
7334,498368,10,06101422258,"['1578-3820', '2174-1611']",True
4750,485968,9,061201207893,['2286-3702'],True
7442,498714,9,062201473516,"['2450-6354', '2543-9359']",Unknown
5556,488760,9,06102182033,['2393-1353'],True
7634,499293,9,061401569584,['2014-7708'],True
6206,491293,9,06802416192,['1679-849X'],True
8113,502232,9,06201613469,"['2603-5944', '0214-8560']",Unknown
4393,484973,9,06701606644,['1643-1243'],Unknown
7122,497328,9,06102865334,['2448-0320'],True
6559,493908,9,061201690766,['2353-8546'],Unknown
7514,498925,9,06801774382,"['2547-9679', '1304-9720']",True
7454,498741,9,06401820761,['2665-0282'],Unknown
7795,500001,9,061801875840,"['2422-3158', '2590-6453']",True
5971,490570,9,06501682082,"['1847-7615', '1849-0778']",Unknown
7938,500701,9,062402127424,['2605-2822'],True
5625,488925,9,061301794226,['2500-0225'],True
6454,493495,9,0660784802,['0214-0489'],True
8469,503937,9,061301996813,"['2516-3124', '2516-3132']",Unknown
5643,489006,9,062402620028,['1678-2054'],True
6673,494544,9,061302216800,['2316-8080'],Unknown
7640,499307,9,0670543185,['2353-9879'],Unknown
6359,493224,9,06702459334,['2594-6463'],True
6347,493191,9,061901796968,['1695-4750'],Unknown
8565,504554,9,061201735757,['2697-3413'],True
5448,488401,9,068042539,"['2313-1675', '2312-1947']",Unknown
8281,502922,9,06901236982,['2651-396X'],True
8523,504169,9,062301826681,['2452-4751'],True
6232,491374,9,061802152189,['2237-1087'],Unknown
8270,502893,9,061801045970,"['2602-3911', '2148-6646']",True
8520,504157,9,06130969005,['2175-7402'],True
7101,497209,9,06402138378,"['2250-5660', '2250-5415']",True
6401,493326,9,06401496736,['2340-7867'],True
7301,498208,9,06502782865,['2526-6314'],Unknown
7885,500419,9,062501991908,"['2670-6229', '2670-6210']",True
5374,488170,9,061501868008,['1646-477X'],True
5522,488623,9,062502141491,['2236-5729'],Unknown
6421,493362,9,061701924045,['2548-0294'],Unknown
7889,500431,9,062301131981,"['2081-4461', '2449-9781']",Unknown
8152,502351,9,0640976271,['2184-3090'],True
8500,504078,9,062102082712,"['1645-653X', '2184-173X']",Unknown
4110,483990,9,061702037946,['0350-6428'],True
8119,502243,9,06101322349,['0522-8468'],True
7897,500472,9,0623061287,['2757-0983'],Unknown
7112,497269,9,06901968063,['2535-7697'],True
4617,485641,9,06602371645,"['2083-7755', '2391-792X']",True
5353,488110,9,062301977363,"['1135-4178', '2444-1457']",True
7989,501825,9,061101312360,['2657-9510'],Unknown
7739,499584,9,06502407529,['2317-8957'],True
5698,489283,9,061101418326,"['1850-2563', '0524-9767']",True
8373,503373,9,06201730916,"['1012-9790', '2215-4744']",True
8194,502448,9,06401843563,"['1982-4718', '1414-0144']",True
3070,476204,9,061101306504,"['1841-1940', '2559-5490']",True
6618,494181,9,061401627989,['2602-4438'],True
7566,499096,9,06102289783,['2238-8052'],True
3872,482988,9,06101516501,"['1224-5704', '2393-3682']",Unknown
8081,502079,9,06101679031,['2082-8322'],Unknown
3607,481651,9,061502661646,['0032-3802'],Unknown
5707,489410,9,06701154517,['2448-2609'],True
7219,497915,9,061803465828,['2667-8772'],Unknown
3734,482220,9,06501681994,"['1849-0182', '0351-3947']",Unknown
6637,494232,9,06102228607,['2451-7836'],True
5231,487418,9,06401277538,['1980-4504'],Unknown
6503,493709,9,06502297312,['2459-3737'],Unknown
5011,486656,9,061602095360,"['1608-9057', '1857-3533']",Unknown
8626,504836,9,061701773451,['2527-225X'],True
4488,485234,9,06101679022,['2082-7539'],True
7996,501833,9,06502223057,['2757-752X'],Unknown
7829,500232,9,06202215885,['2526-8716'],Unknown
6464,493583,9,06502169795,['2448-4954'],True
7560,499084,9,061602085880,['2362-583X'],True
5034,486801,9,0629025104,"['0350-0020', '2232-7770']",Unknown
7155,497448,9,061901984220,"['2618-1274', '2618-1282']",True
5678,489167,9,062501694349,['1758-972X'],True
5025,486735,9,06101087029,['1989-8487'],True
8457,503858,9,062301472066,['2791-6650'],Unknown
7751,499611,9,06802473231,['2674-9297'],Unknown
8361,503336,9,061903565563,['2594-102X'],Unknown
5023,486732,8,06502307504,['2353-3145'],Unknown
8647,505016,8,06502231357,"['0435-3714', '2303-8950']",Unknown
5100,486953,8,06402133355,['2311-3448'],True
8627,504846,8,06402628031,"['2217-561X', '2335-027X']",True
8272,502897,8,06130664480,"['2667-629X', '0569-9746']",True
2637,471052,8,061401938027,['2386-8635'],True
8544,504354,8,061902188278,"['2616-7794', '2616-745X']",True
8146,502336,8,062201745238,['2521-5817'],Unknown
6991,496869,8,06601852048,['2218-7650'],Unknown
5405,488280,8,061502011055,"['1669-7405', '2408-4182']",Unknown
6186,491253,8,061502016498,"['2458-1054', '2284-5747']",Unknown
6089,490990,8,062501905727,"['2450-4572', '2450-4564']",Unknown
6820,495350,8,062303524170,"['2734-8350', '1224-6271']",True
5225,487376,8,06702351331,"['2391-9388', '2084-1698']",Unknown
8174,502397,8,061802089165,"['2616-7115', '2522-9281']",True
8225,502617,8,06101679011,['2082-6931'],Unknown
6930,496728,8,06301096268,"['1888-9751', '2530-6359']",True
8184,502423,8,061901436636,['1339-7826'],Unknown
6183,491250,8,061502016510,"['2284-5968', '2458-1046']",Unknown
6203,491285,8,061801833848,"['1857-2502', '2537-6276']",True
3918,483170,8,06102237579,['1429-0618'],Unknown
6324,492986,8,061802091614,"['2499-5975', '1594-1930']",True
6859,496484,8,06702135660,['2308-5878'],Unknown
6140,491104,8,06402172055,['2341-2526'],True
5035,486802,8,061101418002,['2353-6306'],Unknown
6136,491094,8,061901053690,['2415-8739'],Unknown
8191,502444,8,061501120782,"['1516-8085', '2317-6644']",Unknown
7717,499543,8,061901984186,"['1992-5514', '2618-0987']",Unknown
6199,491280,8,0619046782,"['0350-3496', '2303-8683']",True
4986,486576,8,062403055947,['1407-3110'],Unknown
7389,498529,8,06102170466,['2566-4638'],Unknown
7713,499531,8,06801745111,"['2695-883X', '2660-8456']",True
6195,491273,8,062501892339,"['2477-9199', '1390-4825']",True
5287,487670,8,06302270675,"['1409-3138', '2215-356X']",True
3922,483187,8,061301995640,"['1820-5682', '1451-5342']",True
7321,498310,8,062101254713,['2545-0948'],Unknown
7709,499514,8,06402630285,"['2406-3150', '2406-3134']",True
7825,500209,8,062301808037,"['2706-9559', '2307-6100']",Unknown
3871,482987,8,06101516474,"['2067-5860', '1224-032X']",True
3896,483060,8,062501926472,['1331-3878'],True
2147,447149,8,06260920752,"['1101-1165', '2002-4010']",Unknown
7330,498357,8,062401392857,['2687-4830'],Unknown
1842,445227,8,06180962261,['1543-1002'],True
7820,500198,8,062201969575,['2604-2347'],True
5042,486827,8,06101786729,"['2657-4837', '1641-3792']",True
7890,500433,8,061101312341,['2657-8964'],True
6665,494302,8,06402171934,['2341-1465'],True
5687,489257,8,06702341587,"['2413-7286', '2408-9435']",Unknown
7925,500585,8,06901941890,['2706-4735'],Unknown
8035,501974,8,062501604703,['2448-7694'],Unknown
7213,497833,8,061701994172,['2644-5980'],Unknown
4710,485865,8,06902194164,"['2082-5897', '2353-950X']",True
4665,485775,8,062302021234,"['2207-2802', '1449-9320']",Unknown
6614,494173,8,0610403869,['2523-4927'],Unknown
2824,473386,8,0614039748,['1697-0780'],True
8368,503352,8,061502390649,"['2233-1131', '1986-812X']",Unknown
7147,497408,8,062101900305,"['1659-3286', '1409-3049']",True
4550,485408,8,06203969852,"['2544-9303', '1897-824X']",Unknown
6666,494306,8,061102099048,['0716-9108'],Unknown
8017,501881,8,06402148022,['2604-6423'],Unknown
6659,494295,8,06602214187,"['2237-9126', '1982-2766']",Unknown
3430,480024,8,062103283890,['1553-9962'],Unknown
7476,498798,8,061301769349,"['2524-0595', '0027-2833']",Unknown
6655,494289,8,061301927052,"['2447-1747', '0102-3888']",Unknown
7477,498799,8,06402177695,"['0320-4472', '2687-0398']",True
3487,480568,8,062301989233,['2014-1408'],True
6480,493619,8,06402148062,"['2605-0439', '1130-7099']",Unknown
8424,503595,8,061701938191,['2446-5496'],True
4433,485057,8,06301666748,"['2719-7255', '1731-1438']",Unknown
3639,481800,8,061401157265,['0079-8215'],Unknown
2979,475286,8,061901067107,"['2253-8151', '1139-3327']",Unknown
5893,490314,8,061201938232,['2317-2010'],True
7995,501832,8,061402641494,['1811-380X'],Unknown
5745,489586,8,062602144985,['2179-3514'],True
4136,484037,8,061901067148,['1139-6237'],Unknown
6732,494761,8,06201731123,['2215-7360'],Unknown
5570,488786,8,06201487512,"['1220-045X', '2065-7498']",Unknown
7519,498947,8,06702222683,['2316-1205'],True
7869,500375,8,061501710943,"['0972-8740', '0972-8090']",Unknown
5823,490013,8,061501265832,['2254-1179'],True
7277,498096,8,06502179050,['2444-7382'],True
7874,500393,8,06602223203,['2668-4322'],True
7668,499398,8,06401127797,['2717-9052'],Unknown
6759,494989,8,06302136258,['2587-6503'],Unknown
5836,490066,8,061102101253,"['2298-8408', '2298-8394']",True
7661,499361,8,06902175929,['2238-0345'],Unknown
4070,483910,8,062201627033,['2067-3795'],True
5985,490604,8,062301934129,['2422-6483'],Unknown
4832,486161,8,061902222198,"['1314-8532', '1310-2230']",Unknown
5753,489608,8,06702351346,['2391-9477'],Unknown
4082,483947,8,06502585705,['0080-3626'],Unknown
4831,486160,8,06702339888,"['1314-8540', '0861-3982']",Unknown
7262,498002,8,062102066608,"['2637-1502', '2712-0651']",True
6751,494979,8,062501905699,['2450-4424'],Unknown
5550,488752,8,06802247430,['2258-014X'],Unknown
6427,493383,8,06602385088,"['2308-1090', '2308-1066']",Unknown
5993,490647,8,061902086550,"['2183-4008', '2183-8720']",Unknown
8378,503399,8,06902080529,['2007-8773'],True
8230,502686,7,061901666639,['1984-5766'],True
3869,482976,7,06702977979,"['1220-0492', '2065-9598']",Unknown
4415,485034,7,061501898806,['2081-688X'],True
7805,500049,7,062601666539,['2664-3243'],Unknown
8067,502050,7,062301917112,['0718-5693'],True
8058,502027,7,062501953808,"['2336-4513', '1803-7429']",Unknown
8397,503494,7,061202144350,"['1332-4756', '2459-623X']",True
3875,482997,7,061201567357,['1230-929X'],Unknown
3870,482979,7,062401478304,['1221-1249'],Unknown
4369,484915,7,061501815791,"['2172-055X', '2386-4761']",Unknown
8680,505323,7,061202140636,['2453-7306'],True
5102,486957,7,0680693107,"['2719-8979', '0023-3196']",True
8428,503629,7,06230146530,"['2346-0911', '0123-0670']",True
8689,505407,7,06602145294,['2663-4910'],True
3174,477012,7,061102002314,"['1234-9224', '2544-0799']",True
3990,483494,7,062101254717,"['2084-2546', '2545-0980']",Unknown
3580,481543,7,06601568471,"['2530-3716', '0008-7750']",True
8584,504627,7,061501878518,['2183-816X'],Unknown
2666,471185,7,061101877697,['2314-2189'],True
2648,471084,7,061501119409,"['0210-8178', '2660-7301']",True
3979,483439,7,06702296671,['1819-1983'],Unknown
8529,504207,7,06302133928,"['0326-7806', '1852-7213']",True
7871,500383,7,06101679015,['2082-7067'],Unknown
4942,486488,7,06250465862,"['2211-5757', '0378-7869']",Unknown
8268,502889,7,062301713495,"['1304-0057', '2602-2117']",True
4058,483874,7,06101743561,"['2084-3941', '1899-3028']",Unknown
8132,502269,7,061702084112,['2184-7010'],True
8151,502350,7,06502140481,['2600-5859'],Unknown
8392,503480,7,062303524161,"['1224-4112', '2069-6191']",True
8258,502872,7,06201665182,"['2719-3462', '0208-5003']",Unknown
4711,485866,7,06702351349,"['1643-9171', '2391-9485']",True
8082,502081,7,061402159376,['2398-7685'],True
8320,503021,7,0610723223,"['2738-263X', '2579-2938']",True
3658,481871,7,062036765,"['0137-4079', '2719-6976']",True
8475,503943,7,062302651648,"['2633-2930', '2633-2922']",Unknown
